,lead_id,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
7399,40308,9,2020,1,6,71.97,4,0,0
7400,40310,9,2020,1,14,70.1,4,0,0
7401,40311,9,2020,1,2,20.22,4,0,0
7402,40327,9,2020,1,38,142.62,5,0,1
7403,40346,9,2020,1,4,13.38,5,0,0
7404,40347,9,2020,1,12,109.47,4,0,1
7405,40355,9,2020,1,14,58.15,4,0,0
7406,40357,9,2020,1,23,46.2,6,0,0
7407,40358,9,2020,1,1,1.13,2,0,0
7408,40366,9,2020,1,48,164.08,7,9,0
7409,40381,10,2020,2,17,45.23,7,1,0
7410,40387,10,2020,3,70,332.3,8,0,1
7411,40393,10,2020,1,35,57.3,3,0,0
7412,40402,10,2020,1,17,153.05,6,0,0
7413,40432,10,2020,1,5,132.28,6,1,0
7414,40453,10,2020,1,7,112.92,5,0,0
7415,40456,10,2020,1,31,133.75,4,0,1
7416,40465,10,2020,1,6,28.4,4,1,0
7417,40467,10,2020,4,17,52.77,8,20,0
7418,40469,10,2020,1,6,55.88,4,20,0
7419,40474,10,2020,1,10,26.53,5,0,0
7420,40491,10,2020,1,4,74.03,4,39,0
7421,40492,10,2020,2,9,26.13,4,39,0
7422,40498,10,2020,2,3,60.4,4,0,0
7423,40503,10,2020,4,26,155.62,9,12,1
7424,40506,10,2020,1,9,68.13,5,11,0
7425,40507,10,2020,1,21,160.25,5,11,0
7426,40517,10,2020,1,10,124.27,5,10,0
7427,40519,10,2020,3,35,87.2,10,10,0
7428,40521,10,2020,1,9,22.85,4,9,0
7429,40525,10,2020,1,7,70.95,4,8,0
7430,40536,10,2020,6,27,22.92,4,2,0
7431,40565,10,2020,1,20,42.58,10,0,0
7432,40583,10,2020,1,11,47.3,4,0,0
7433,40590,10,2020,3,9,88.92,5,0,0
7434,40601,10,2020,1,11,23.03,4,0,0
7435,40603,10,2020,1,15,94.58,5,96,0
7436,40607,10,2020,2,12,37.05,8,0,1
7437,40617,10,2020,1,8,27.72,4,0,0
7438,40619,10,2020,1,10,41.72,4,338,0
7439,40645,10,2020,9,23,178.67,7,0,0
7440,40646,10,2020,1,4,81.33,5,0,0
7441,40652,10,2020,1,22,21.07,6,0,0
7442,40661,10,2020,1,9,13.88,4,0,0
7443,40664,10,2020,12,54,231.35,10,0,1
7444,40674,10,2020,1,16,29.9,4,0,0
7445,40678,10,2020,3,14,73.32,8,0,0
7446,40687,10,2020,2,20,42.83,3,0,0
7447,40691,10,2020,1,9,83.82,7,13,0
7448,40695,10,2020,4,16,32.17,10,12,0
7449,40697,10,2020,2,65,332.95,7,11,1
7450,40698,10,2020,1,9,88.22,5,11,0
7451,40709,10,2020,1,7,73.05,4,4,0
7452,40717,10,2020,3,21,94.35,7,0,0
7453,40718,10,2020,1,6,108.87,4,0,0
7454,40734,10,2020,1,9,109.3,5,0,0
7455,40750,10,2020,7,31,110.97,12,2,0
7456,40779,10,2020,1,7,90.47,4,36,0
7457,40781,10,2020,1,17,140.5,6,34,0
7458,40795,10,2020,1,8,36.4,8,1929,0
7459,40802,10,2020,1,1,43.9,4,25,0
7460,40804,10,2020,2,1,6.32,4,25,0
7461,40805,10,2020,2,21,105.35,5,25,0
7462,40812,10,2020,1,21,196.88,8,23,0
7463,40816,10,2020,1,7,8.98,4,104,0
7464,40817,10,2020,1,9,25.67,5,22,0
7465,40824,10,2020,2,19,48.53,12,21,0
7466,40826,10,2020,1,49,135.93,9,19,1
7467,40834,10,2020,1,18,106.27,5,18,0
7468,40840,10,2020,4,13,21.7,10,17,0
7469,40848,10,2020,1,17,32.68,3,16,0
7470,40851,10,2020,2,15,66.77,3,15,0
7471,40858,10,2020,2,32,122.13,12,12,1
7472,40887,10,2020,2,6,55.75,4,1,0
7473,40894,10,2020,5,19,238.88,6,0,0
7474,40896,10,2020,1,6,136.58,4,0,0
7475,40914,10,2020,2,12,92.95,8,0,0
7476,40920,10,2020,1,32,154.45,5,5,1
7477,40923,10,2020,1,6,119.97,6,0,0
7478,40925,10,2020,1,3,0.3,4,667,0
7479,40940,10,2020,3,11,98.75,4,0,0
7480,40947,10,2020,2,14,83.88,5,0,0
7481,40950,10,2020,2,9,99.53,9,0,0
7482,40953,10,2020,1,12,21.5,7,0,0
7483,40955,10,2020,1,22,79.22,4,0,0
7484,40982,10,2020,2,19,34.77,4,10,0
7485,40998,10,2020,1,19,36.48,10,1,0
7486,41005,10,2020,2,17,177.67,7,0,0
7487,41010,10,2020,1,15,116.92,6,0,0
7488,41018,10,2020,5,78,302.4,23,0,0
7489,41034,10,2020,1,27,111.9,4,0,0
7490,41036,10,2020,1,7,77.52,4,0,0
7491,41040,10,2020,2,10,54.0,5,0,0
7492,41042,10,2020,1,2,91.0,4,0,0
7493,41043,10,2020,1,35,219.85,7,0,1
7494,41048,10,2020,1,5,28.48,4,0,0
7495,41056,10,2020,1,7,106.57,4,0,0
7496,41064,10,2020,1,6,53.72,5,0,0
7497,41076,10,2020,1,21,88.27,9,0,0
7498,41077,10,2020,1,5,33.12,5,0,0
7499,41087,10,2020,12,18,124.13,9,0,0
7500,41096,10,2020,2,11,90.48,7,0,0
7501,41100,10,2020,1,5,118.17,4,0,1
7502,41103,10,2020,2,5,174.67,8,906,0
7503,41122,10,2020,1,7,36.73,6,12,0
7504,41143,10,2020,5,15,261.25,6,2,0
7505,41150,10,2020,1,4,32.53,3,1,0
7506,41158,10,2020,1,21,128.03,8,0,0
7507,41168,10,2020,1,38,111.47,11,0,0
7508,41217,10,2020,1,9,78.55,7,0,0
7509,41226,10,2020,1,11,26.9,4,0,0
7510,41237,10,2020,1,25,103.07,4,14,0
7511,41238,10,2020,1,11,212.08,5,14,0
7512,41239,10,2020,1,15,91.35,5,14,0
7513,41240,10,2020,9,19,65.0,8,13,0
7514,41244,10,2020,1,9,55.7,5,13,0
7515,41248,10,2020,1,8,98.45,5,12,0
7516,41250,10,2020,1,8,28.5,6,11,0
7517,41252,10,2020,2,3,18.08,5,11,0
7518,41261,10,2020,1,19,31.05,5,8,0
7519,41262,10,2020,2,16,117.47,8,8,0
7520,41269,10,2020,1,27,65.33,7,3,0
7521,41275,10,2020,1,23,152.92,8,1833,0
7522,41297,10,2020,1,10,22.03,5,0,0
7523,41302,10,2020,1,50,416.62,4,0,1
7524,41307,10,2020,2,3,26.27,3,0,0
7525,41310,10,2020,1,5,36.8,5,0,0
7526,41311,10,2020,3,7,68.9,11,0,0
7527,41316,10,2020,1,2,0.77,3,288,0
7528,41317,10,2020,4,14,81.98,5,0,0
7529,41324,10,2020,1,33,101.65,6,0,0
7530,41329,10,2020,4,41,215.35,8,0,1
7531,41334,10,2020,2,15,149.07,3,3,0
7532,41335,10,2020,1,66,145.55,9,0,0
7533,41349,10,2020,1,4,29.98,4,0,0
7534,41350,10,2020,1,11,92.7,7,0,0
7535,41352,10,2020,5,21,132.95,7,0,0
7536,41356,10,2020,1,83,237.42,4,0,1
7537,41367,10,2020,1,4,40.45,9,1822,0
7538,41407,10,2020,2,9,145.02,7,5,0
7539,41412,10,2020,1,6,25.65,5,1,0
7540,41427,10,2020,1,6,100.53,3,1,0
7541,41428,10,2020,2,8,32.43,5,1,0
7542,41432,10,2020,1,43,233.62,7,0,0
7543,41434,10,2020,1,5,63.85,6,0,0
7544,41437,10,2020,2,16,88.98,3,0,0
7545,41441,10,2020,1,4,29.47,5,0,0
7546,41444,10,2020,1,4,61.02,6,1806,0
7547,41459,10,2020,1,2,32.07,2,24,0
7548,41475,10,2020,1,16,66.73,6,0,0
7549,41482,10,2020,1,10,86.03,7,0,0
7550,41483,10,2020,1,10,78.17,4,0,0
7551,41489,10,2020,2,19,144.65,8,0,0
7552,41495,10,2020,1,9,141.97,9,0,0
7553,41527,10,2020,3,40,272.07,10,10,0
7554,41529,10,2020,1,12,44.45,5,8,0
7555,41546,10,2020,1,57,198.93,7,0,1
7556,41565,10,2020,6,16,139.1,8,0,0
7557,41569,10,2020,1,33,152.13,6,0,1
7558,41579,10,2020,1,25,56.12,8,0,0
7559,41581,10,2020,1,56,252.02,3,1224,1
7560,41584,10,2020,2,5,80.45,5,41,0
7561,41592,10,2020,1,35,120.93,7,41,1
7562,41593,10,2020,1,8,10.22,5,208,0
7563,41609,10,2020,1,8,73.8,3,36,0
7564,41620,10,2020,1,13,179.77,5,33,1
7565,41648,10,2020,1,5,21.92,4,27,0
7566,41662,10,2020,1,7,33.73,7,21,0
7567,41668,10,2020,3,10,79.0,7,20,0
7568,41670,10,2020,1,40,165.63,4,20,0
7569,41679,10,2020,2,9,41.78,9,17,0
7570,41687,10,2020,4,16,32.93,4,15,0
7571,41688,10,2020,4,26,111.52,5,17,1
7572,41689,10,2020,1,14,34.82,5,15,0
7573,41694,10,2020,3,10,99.58,8,14,0
7574,41700,10,2020,5,17,65.23,3,14,0
7575,41701,10,2020,2,32,89.8,10,11,0
7576,41704,10,2020,1,20,42.37,5,10,0
7577,41723,10,2020,3,20,32.63,5,0,0
7578,41727,10,2020,1,2,35.22,4,0,0
7579,41730,10,2020,1,15,36.33,5,0,0
7580,41731,10,2020,1,57,396.23,6,0,1
7581,41733,10,2020,1,15,80.8,3,0,0
7582,41734,10,2020,1,8,74.05,4,0,0
7583,41750,10,2020,1,18,96.1,5,5,1
7584,41751,10,2020,1,5,10.73,4,0,0
7585,41755,10,2020,1,17,24.53,5,0,0
7586,41757,10,2020,1,11,86.2,4,0,0
7587,41766,10,2020,4,5,99.52,7,6,1
7588,41773,10,2020,3,15,68.87,5,5,0
7589,41780,10,2020,2,10,50.97,7,0,0
7590,41782,10,2020,1,19,57.23,6,0,0
7591,41787,10,2020,1,10,55.1,5,4,0
7592,41790,10,2020,1,9,46.22,5,0,0
7593,41813,10,2020,1,21,31.07,7,0,0
7594,41818,10,2020,1,19,70.78,4,0,0
7595,41821,10,2020,11,26,94.8,5,0,0
7596,41822,10,2020,1,11,83.13,7,0,1
7597,41826,10,2020,1,16,156.95,5,0,0
7598,41829,10,2020,1,9,79.72,3,0,0
7599,41852,10,2020,1,52,231.38,6,9,0
7600,41853,10,2020,1,10,140.48,5,9,0
7601,41855,10,2020,6,23,79.8,7,9,0
7602,41857,10,2020,1,3,57.62,3,8,0
7603,41876,10,2020,1,4,16.9,5,0,0
7604,41888,10,2020,2,15,31.43,6,0,0
7605,41901,10,2020,1,18,61.4,7,0,0
7606,41903,10,2020,1,21,78.75,3,0,0
7607,41918,10,2020,1,11,27.3,5,0,0
7608,41923,10,2020,3,21,136.97,5,0,1
7609,41937,10,2020,1,25,122.2,6,0,0
7610,41941,10,2020,1,21,122.25,8,0,0
7611,41971,10,2020,1,33,105.33,7,1700,0
7612,41972,10,2020,2,28,78.35,11,0,0
7613,41989,10,2020,1,3,70.7,3,0,0
7614,42000,10,2020,1,18,146.25,6,11,1
7615,42005,10,2020,1,18,148.15,5,10,0
7616,42006,10,2020,1,8,80.7,4,9,0
7617,42020,10,2020,1,2,42.55,3,0,0
7618,42041,10,2020,2,24,99.17,11,0,0
7619,42042,10,2020,1,7,51.03,7,0,0
7620,42057,10,2020,1,15,49.58,6,0,0
7621,42058,10,2020,2,10,28.22,5,0,0
7622,42070,10,2020,2,21,47.72,3,0,0
7623,42072,10,2020,1,6,118.55,6,0,0
7624,42075,10,2020,1,17,116.38,11,0,0
7625,42079,10,2020,2,6,17.47,4,0,0
7626,42095,10,2020,1,7,117.5,6,12,0
7627,42099,10,2020,1,23,158.97,9,11,0
7628,42100,10,2020,1,6,102.12,6,10,0
7629,42104,10,2020,1,8,15.67,3,9,0
7630,42108,10,2020,1,14,33.53,6,9,0
7631,42109,10,2020,1,23,83.68,3,9,0
7632,42144,10,2020,2,6,77.03,4,0,0
7633,42145,10,2020,1,4,64.58,5,0,0
7634,42148,10,2020,1,6,77.78,5,0,0
7635,42153,10,2020,1,4,88.03,5,0,0
7636,42156,10,2020,1,4,118.03,6,0,0
7637,42169,10,2020,1,4,73.27,7,1657,0
7638,42207,10,2020,2,15,86.2,5,1657,0
7639,42247,10,2020,1,27,249.43,5,1656,1
7640,42250,10,2020,1,14,19.3,5,1656,0
7641,42251,10,2020,2,16,25.22,9,1487,0
7642,42252,10,2020,3,11,115.47,9,1656,0
7643,42258,10,2020,1,2,8.0,4,1656,0
7644,42271,10,2020,1,9,164.77,5,700,0
7645,42326,10,2020,1,3,68.67,5,1513,0
7646,42360,10,2020,1,6,37.73,5,0,0
7647,42379,10,2020,1,24,82.33,6,931,0
7648,42420,10,2020,1,22,44.93,8,784,0
7649,42422,10,2020,1,12,15.62,6,1031,0
7650,42454,10,2020,1,31,103.07,7,355,0
7651,42493,10,2020,1,2,14.67,5,40,0
7652,42515,10,2020,1,13,29.23,5,11,0
7653,42519,10,2020,1,19,54.12,7,11,0
7654,42525,10,2020,2,17,61.62,8,11,0
7655,42551,10,2020,1,35,100.98,5,8,0
7656,42559,10,2020,1,13,119.33,7,4,0
7657,42581,10,2020,1,48,188.27,5,1,1
7658,42608,10,2020,2,21,70.87,6,0,0
7659,42612,10,2020,2,15,17.88,6,0,0
7660,42640,10,2020,1,20,100.05,7,0,0
7661,42641,10,2020,1,21,28.45,6,0,0
7662,42642,10,2020,1,11,90.42,4,0,0
7663,42645,10,2020,2,8,81.17,4,0,0
7664,42661,10,2020,1,67,420.1,6,0,1
7665,42671,10,2020,2,4,0.57,3,400,0
7666,42692,10,2020,1,7,54.17,7,855,0
7667,42694,10,2020,1,15,26.9,3,400,0
7668,42698,10,2020,1,8,24.75,3,0,0
7669,42707,10,2020,1,4,25.13,3,0,0
7670,42720,10,2020,2,35,94.5,11,11,0
7671,42722,10,2020,5,30,164.67,5,10,1
7672,42723,10,2020,1,35,69.07,8,9,0
7673,42732,10,2020,1,22,94.98,6,817,0
7674,42736,10,2020,1,17,66.12,6,1,0
7675,42747,10,2020,1,17,73.32,6,0,0
7676,42750,10,2020,1,17,31.38,4,0,0
7677,42764,10,2020,1,15,31.93,4,0,0
7678,42770,10,2020,1,18,73.63,5,43,0
7679,42775,10,2020,1,6,75.02,5,41,0
7680,42776,10,2020,1,14,81.73,4,72,0
7681,42800,10,2020,1,9,73.05,5,34,0
7682,42812,10,2020,1,19,69.87,5,418,0
7683,42823,10,2020,1,32,100.28,6,25,1
7684,42837,10,2020,1,22,118.45,8,22,0
7685,42840,10,2020,1,42,194.33,7,21,1
7686,42855,10,2020,1,22,27.65,6,18,0
7687,42877,10,2020,1,26,121.32,4,14,0
7688,42883,10,2020,1,16,17.87,8,11,0
7689,42884,10,2020,2,33,64.13,9,12,0
7690,42891,10,2020,1,22,76.42,5,9,0
7691,42902,10,2020,1,17,172.27,7,3,1
7692,42939,10,2020,2,8,91.53,6,0,0
7693,42950,10,2020,1,4,43.0,5,0,0
7694,42951,10,2020,1,6,72.3,5,0,0
7695,42955,10,2020,1,78,382.22,7,0,1
7696,42983,10,2020,1,3,17.67,3,0,0
7697,42984,10,2020,1,7,12.52,5,0,0
7698,42985,10,2020,1,2,19.3,3,0,0
7699,42986,10,2020,3,2,14.87,3,208,0
7700,42987,10,2020,1,10,41.68,5,0,0
7701,42989,10,2020,1,4,54.08,4,0,0
7702,42990,10,2020,2,19,51.77,6,0,0
7703,42992,10,2020,4,30,156.5,13,0,0
7704,42997,10,2020,1,7,29.55,6,0,0
7705,43000,10,2020,2,16,10.73,6,0,0
7706,43028,10,2020,1,27,257.8,6,11,1
7707,43043,10,2020,1,5,31.57,4,8,0
7708,43049,10,2020,1,19,57.55,5,1,0
7709,43051,10,2020,1,4,25.05,3,1,0
7710,43054,10,2020,2,3,27.63,4,0,0
7711,43064,10,2020,1,36,124.3,5,0,1
7712,43074,10,2020,1,19,66.98,6,0,0
7713,43088,10,2020,1,10,111.17,6,0,0
7714,43093,10,2020,1,7,23.68,4,0,0
7715,43104,10,2020,2,3,37.05,4,43,0
7716,43116,10,2020,1,10,130.37,3,0,0
7717,43124,10,2020,3,17,153.15,8,0,1
7718,43134,10,2020,1,11,63.98,6,0,0
7719,43138,10,2020,3,16,80.47,7,0,0
7720,43141,10,2020,1,5,7.1,3,14,0
7721,43153,10,2020,1,30,108.53,6,0,1
7722,43161,10,2020,2,26,105.08,8,11,0
7723,43174,10,2020,1,25,114.43,8,8,0
7724,43191,10,2020,1,5,57.38,4,1,0
7725,43192,10,2020,1,10,98.98,6,1,0
7726,43202,10,2020,1,19,59.73,5,0,0
7727,43204,10,2020,1,5,60.1,3,0,0
7728,43212,10,2020,1,7,27.0,5,0,0
7729,43224,10,2020,1,10,68.0,4,0,0
7730,43230,10,2020,1,9,26.3,6,0,0
7731,43231,10,2020,1,15,55.27,3,28,0
7732,43239,10,2020,1,6,87.03,4,0,0
7733,43240,10,2020,4,29,47.32,10,0,0
7734,43249,10,2020,1,32,79.83,7,0,0
7735,43250,10,2020,1,20,37.08,9,0,0
7736,43288,10,2020,1,8,49.37,5,287,0
7737,43298,10,2020,4,36,196.78,5,12,1
7738,43319,10,2020,1,14,43.65,6,1,0
7739,43329,10,2020,1,3,98.58,3,0,0
7740,43347,10,2020,1,8,65.6,5,0,0
7741,43348,10,2020,1,12,32.5,5,0,0
7742,43366,10,2020,1,16,194.32,7,0,0
7743,43378,10,2020,1,8,87.18,5,0,0
7744,43385,10,2020,1,71,98.13,8,0,0
7745,43389,10,2020,1,3,10.25,2,219,0
7746,43397,10,2020,1,20,105.78,8,0,0
7747,43427,10,2020,1,16,38.3,4,11,0
7748,43432,10,2020,2,16,61.78,6,10,0
7749,43437,10,2020,1,19,47.07,8,468,0
7750,43464,10,2020,1,11,112.83,4,0,1
7751,43498,10,2020,2,9,147.28,5,0,0
7752,43527,10,2020,1,11,54.7,6,0,0
7753,43536,10,2020,2,19,104.85,8,0,0
7754,43544,10,2020,1,21,74.63,8,0,0
7755,43561,10,2020,1,5,180.55,4,0,0
7756,43571,10,2020,1,72,458.17,6,62,1
7757,43587,10,2020,2,5,26.78,10,9,0
7758,43600,10,2020,2,15,29.0,4,0,0
7759,43603,10,2020,1,15,32.98,7,722,0
7760,43604,10,2020,1,15,31.85,6,0,0
7761,43605,10,2020,1,8,77.98,5,0,0
7762,43614,10,2020,1,14,57.18,4,0,0
7763,43619,10,2020,1,24,171.62,6,0,0
7764,43620,10,2020,1,4,33.43,3,2,0
7765,43633,10,2020,2,9,87.1,4,43,0
7766,43639,10,2020,1,8,31.95,5,43,0
7767,43640,10,2020,3,28,80.62,8,42,0
7768,43643,10,2020,1,14,110.23,6,42,0
7769,43644,10,2020,1,18,74.37,9,41,0
7770,43721,10,2020,1,13,123.0,6,25,0
7771,43722,10,2020,4,5,26.35,3,25,0
7772,43730,10,2020,2,15,46.9,7,24,0
7773,43736,10,2020,4,19,53.87,7,23,0
7774,43780,10,2020,1,5,20.38,3,12,0
7775,43795,10,2020,3,31,244.63,5,9,1
7776,43797,10,2020,1,16,25.35,6,9,0
7777,43806,10,2020,1,15,106.65,6,1,0
7778,43818,10,2020,1,24,64.1,6,0,0
7779,43831,10,2020,1,10,59.17,5,0,0
7780,43849,10,2020,1,29,119.82,8,0,0
7781,43858,10,2020,1,31,119.42,4,0,0
7782,43868,10,2020,1,39,155.23,8,0,0
7783,43882,10,2020,2,10,14.52,6,0,0
7784,43897,10,2020,2,5,81.6,6,0,0
7785,43900,10,2020,2,5,52.95,4,0,0
7786,43905,10,2020,1,22,29.22,6,0,0
7787,43915,10,2020,5,13,81.97,7,10,0
7788,43921,10,2020,1,19,85.43,7,8,0
7789,43930,10,2020,1,17,23.35,4,6,0
7790,43935,10,2020,3,3,15.53,3,2,0
7791,43965,10,2020,1,4,97.47,4,0,0
7792,43978,10,2020,1,50,279.28,6,0,1
7793,43987,10,2020,2,10,69.6,5,0,0
7794,43998,10,2020,1,4,48.73,5,0,0
7795,44001,10,2020,1,10,66.97,6,0,0
7796,44013,10,2020,3,3,30.98,4,0,0
7797,44026,10,2020,1,24,131.2,12,0,0
7798,44027,10,2020,2,10,140.23,7,0,0
7799,44031,10,2020,1,12,71.13,4,0,0
7800,44033,10,2020,2,7,81.93,6,0,0
7801,44042,10,2020,1,6,81.52,4,12,0
7802,44052,10,2020,1,6,113.22,6,10,0
7803,44053,10,2020,1,6,38.3,4,10,0
7804,44060,10,2020,1,8,179.13,5,9,0
7805,44095,10,2020,1,6,89.5,6,0,0
7806,44097,10,2020,1,7,10.6,3,30,0
7807,44098,10,2020,1,13,106.63,5,0,0
7808,44101,10,2020,2,15,126.68,5,0,0
7809,44108,10,2020,2,7,21.88,4,3,0
7810,44109,10,2020,1,7,81.55,5,0,0
7811,44110,10,2020,1,7,77.32,5,0,0
7812,44115,10,2020,5,9,125.13,5,0,0
7813,44117,10,2020,1,17,58.45,3,142,0
7814,44120,10,2020,1,33,95.62,9,0,1
7815,44121,10,2020,1,21,223.42,6,0,0
7816,44130,10,2020,1,51,290.02,3,0,1
7817,44132,10,2020,1,35,188.65,5,71,1
7818,44145,10,2020,1,8,91.87,4,139,0
7819,44151,10,2020,1,7,98.65,5,41,0
7820,44173,10,2020,2,10,36.78,6,0,0
7821,44181,10,2020,1,28,150.83,4,47,1
7822,44193,10,2020,3,25,40.67,7,0,0
7823,44209,10,2020,1,28,144.62,8,11,0
7824,44236,10,2020,1,9,77.03,7,1,0
7825,44260,10,2020,1,10,13.73,7,0,0
7826,44265,10,2020,1,13,106.38,5,0,0
7827,44271,10,2020,1,10,134.18,5,5,1
7828,44274,10,2020,1,16,81.95,4,24,0
7829,44276,10,2020,1,35,41.85,4,5,0
7830,44280,10,2020,2,18,128.1,6,0,0
7831,44281,10,2020,2,9,139.98,7,0,0
7832,44282,10,2020,3,8,59.87,7,0,0
7833,44284,10,2020,1,2,46.47,2,0,0
7834,44286,10,2020,1,14,71.23,6,0,0
7835,44290,10,2020,1,15,150.85,4,1,0
7836,44297,10,2020,1,7,28.7,4,430,0
7837,44300,10,2020,2,45,194.43,4,17,1
7838,44307,10,2020,1,43,253.65,7,0,1
7839,44310,10,2020,1,9,86.85,5,0,0
7840,44311,10,2020,2,14,66.5,6,0,0
7841,44313,10,2020,4,26,55.62,7,0,0
7842,44320,10,2020,1,8,17.32,6,0,0
7843,44321,10,2020,1,29,40.53,10,0,0
7844,44323,10,2020,1,38,357.18,11,0,1
7845,44330,10,2020,1,14,82.42,6,10,0
7846,44353,10,2020,1,8,7.43,5,0,0
7847,44361,10,2020,1,6,80.92,6,0,0
7848,44396,10,2020,1,10,32.67,4,0,0
7849,44424,10,2020,1,3,37.42,4,0,0
7850,44433,10,2020,1,24,130.37,4,0,1
7851,44442,10,2020,1,15,74.6,6,0,0
7852,44444,10,2020,2,7,87.72,4,0,0
7853,44445,10,2020,1,9,72.98,5,0,0
7854,44453,10,2020,1,26,85.35,9,0,0
7855,44485,10,2020,5,19,64.63,7,0,0
7856,44497,10,2020,1,3,56.67,4,0,0
7857,44501,10,2020,2,3,32.52,4,0,0
7858,44508,10,2020,1,9,89.85,4,0,0
7859,44510,10,2020,1,19,51.7,5,0,0
7860,44511,10,2020,1,44,196.43,10,0,1
7861,44519,10,2020,1,27,377.62,10,0,0
7862,44522,10,2020,1,9,103.65,6,0,0
7863,44528,10,2020,1,9,36.32,9,0,0
7864,44536,10,2020,1,6,36.52,5,0,0
7865,44538,10,2020,2,8,63.63,6,0,0
7866,44539,10,2020,2,24,71.87,4,36,0
7867,44540,10,2020,2,8,140.57,5,35,0
7868,44543,10,2020,3,10,53.25,6,33,0
7869,44550,11,2020,2,17,88.77,11,31,0
7870,44577,11,2020,1,15,94.05,7,25,0
7871,44595,11,2020,1,8,63.68,4,23,0
7872,44596,11,2020,1,5,73.48,5,21,0
7873,44600,11,2020,1,2,87.92,3,21,0
7874,44613,11,2020,2,2,23.13,7,19,0
7875,44631,11,2020,1,14,87.78,5,14,0
7876,44639,11,2020,1,3,28.73,4,11,0
7877,44640,11,2020,1,5,26.23,6,11,0
7878,44659,11,2020,1,15,6.9,6,1,0
7879,44685,11,2020,1,24,162.72,9,0,0
7880,44700,11,2020,1,15,27.28,4,0,0
7881,44702,11,2020,1,20,127.02,5,0,0
7882,44704,11,2020,1,4,28.3,5,0,0
7883,44727,11,2020,1,22,140.2,5,1,1
7884,44740,11,2020,1,15,121.38,9,0,0
7885,44741,11,2020,2,9,68.17,13,0,0
7886,44748,11,2020,1,7,49.13,8,0,0
7887,44755,11,2020,1,23,97.37,7,0,0
7888,44757,11,2020,1,4,72.78,5,0,0
7889,44772,11,2020,1,23,64.08,5,586,0
7890,44805,11,2020,1,25,133.95,9,0,0
7891,44811,11,2020,1,14,35.93,6,0,0
7892,44827,11,2020,2,9,89.37,5,0,0
7893,44834,11,2020,1,39,196.13,7,0,1
7894,44875,11,2020,2,7,66.72,7,0,0
7895,44887,11,2020,4,7,28.37,4,0,0
7896,44896,11,2020,1,9,26.45,6,0,0
7897,44899,11,2020,3,38,318.37,10,13,1
7898,44914,11,2020,1,21,34.7,9,7,0
7899,44918,11,2020,1,20,25.68,7,3,0
7900,44919,11,2020,1,9,52.3,5,75,0
7901,44920,11,2020,1,8,126.55,6,1,0
7902,44951,11,2020,1,30,19.05,5,0,0
7903,45001,11,2020,1,16,89.2,6,0,0
7904,45005,11,2020,1,48,242.07,6,0,1
7905,45057,11,2020,2,17,28.03,9,12,0
7906,45068,11,2020,1,8,66.47,5,10,0
7907,45069,11,2020,1,3,66.28,5,10,0
7908,45081,11,2020,1,6,119.1,7,3,0
7909,45092,11,2020,1,22,114.62,7,2,0
7910,45101,11,2020,1,14,43.82,8,0,0
7911,45105,11,2020,2,18,181.47,11,0,0
7912,45128,11,2020,1,16,102.88,4,0,0
7913,45169,11,2020,1,8,26.63,9,0,0
7914,45208,11,2020,1,30,65.08,6,0,0
7915,45210,11,2020,1,8,129.53,10,0,0
7916,45220,11,2020,2,14,83.95,8,0,0
7917,45231,11,2020,1,7,48.8,4,12,0
7918,45236,11,2020,1,12,30.57,6,12,0
7919,45238,11,2020,1,11,29.8,6,12,0
7920,45245,11,2020,1,23,142.95,6,11,0
7921,45251,11,2020,1,16,58.13,6,9,0
7922,45257,11,2020,3,27,109.13,10,8,0
7923,45293,11,2020,1,36,251.82,7,0,1
7924,45307,11,2020,1,55,252.42,7,0,1
7925,45309,11,2020,4,8,122.1,7,0,0
7926,45320,11,2020,1,8,33.0,5,0,0
7927,45348,11,2020,1,6,28.68,6,0,0
7928,45355,11,2020,1,49,239.23,6,0,1
7929,45364,11,2020,1,15,49.02,7,1266,0
7930,45365,11,2020,3,14,62.25,7,0,0
7931,45370,11,2020,1,5,119.2,5,0,0
7932,45381,11,2020,1,3,53.0,4,0,0
7933,45389,11,2020,3,15,37.23,9,0,0
7934,45403,11,2020,1,14,138.15,8,159,0
7935,45407,11,2020,2,6,63.62,4,8,0
7936,45428,11,2020,1,2,73.1,5,0,0
7937,45433,11,2020,1,15,46.1,6,1,0
7938,45434,11,2020,1,33,172.08,9,0,1
7939,45443,11,2020,3,13,87.92,11,0,0
7940,45461,11,2020,1,2,64.6,4,43,0
7941,45463,11,2020,1,13,93.37,5,43,0
7942,45467,11,2020,1,20,150.75,7,42,1
7943,45473,11,2020,1,33,101.38,9,39,0
7944,45477,11,2020,1,17,23.27,7,39,0
7945,45478,11,2020,1,84,468.33,6,39,1
7946,45480,11,2020,2,20,68.08,9,39,0
7947,45486,11,2020,1,14,75.15,6,38,0
7948,45489,11,2020,2,12,35.1,8,38,0
7949,45491,11,2020,1,13,56.78,5,37,0
7950,45517,11,2020,1,20,54.83,6,26,0
7951,45525,11,2020,1,12,62.37,7,25,0
7952,45541,11,2020,1,8,24.13,5,24,0
7953,45592,11,2020,1,19,35.22,7,13,0
7954,45594,11,2020,1,11,187.88,13,10,0
7955,45606,11,2020,1,26,64.92,7,2,0
