,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
9042,11,2019,5,16,65.07,6,27,1
9043,8,2019,1,24,62.18,7,843,1
9044,6,2020,2,31,96.32,4,0,1
9045,4,2020,3,15,129.48,2,0,1
9046,9,2019,1,33,143.8,5,0,1
9047,11,2020,1,36,251.82,7,0,1
9048,2,2020,6,11,157.88,5,17,1
9049,2,2020,4,8,84.45,7,0,1
9050,10,2019,1,68,421.15,9,0,1
9051,3,2020,7,16,135.48,6,0,1
9052,2,2020,3,8,123.6,3,0,1
9053,11,2019,7,19,95.32,8,1014,1
9054,6,2020,1,8,98.2,4,0,1
9055,3,2020,6,24,238.93,4,0,1
9056,7,2020,1,86,418.08,5,0,1
9057,3,2020,1,7,22.38,3,0,1
9058,12,2020,2,51,291.57,6,38,1
9059,1,2021,1,59,232.65,5,0,1
9060,3,2020,5,46,273.48,4,0,1
9061,7,2020,1,24,15.4,4,0,1
9062,9,2020,2,24,113.83,8,839,1
9063,1,2020,1,32,144.92,2,0,1
9064,5,2020,3,30,205.37,3,68,1
9065,12,2019,1,32,198.83,9,0,1
9066,3,2020,1,14,186.2,2,0,1
9067,12,2019,1,10,67.0,6,0,1
9068,9,2020,1,80,485.4,5,28,1
9069,8,2019,1,12,109.47,4,12,1
9070,12,2019,7,17,91.23,6,0,1
9071,3,2020,3,26,180.8,3,19,1
9072,7,2020,1,27,142.65,2,0,1
9073,2,2020,31,59,240.63,7,0,1
9074,11,2019,9,37,148.52,4,7,1
9075,6,2020,3,22,223.5,3,2,1
9076,3,2020,3,26,169.03,2,87,1
9077,12,2019,3,18,216.0,10,1,1
9078,12,2020,1,29,212.42,5,0,1
9079,3,2020,13,44,223.63,7,11,1
9080,12,2019,3,12,111.78,4,0,1
9081,6,2020,1,29,100.6,5,1,1
9082,9,2019,1,12,30.02,2,0,1
9083,6,2020,6,39,188.12,11,0,1
9084,7,2020,1,24,15.4,4,0,1
9085,10,2020,2,45,194.43,4,17,1
9086,8,2019,6,17,65.22,5,512,1
9087,6,2020,1,36,91.55,8,3,1
9088,1,2020,2,15,112.48,5,0,1
9089,9,2019,1,28,251.52,5,12,1
9090,10,2019,1,13,47.72,4,13,1
9091,10,2019,3,30,190.02,4,10,1
9092,4,2020,4,53,266.22,9,0,1
9093,4,2020,8,30,256.53,5,0,1
9094,2,2020,4,18,141.23,3,28,1
9095,7,2020,1,21,233.17,6,11,1
9096,9,2020,3,10,115.48,6,16,1
9097,10,2019,1,68,421.15,9,0,1
9098,2,2020,9,19,182.62,5,0,1
9099,6,2020,1,7,127.53,3,96,1
9100,4,2020,3,46,228.23,6,0,1
9101,10,2019,1,29,124.3,3,7,1
9102,10,2020,1,31,133.75,4,0,1
9103,8,2020,1,37,165.78,10,0,1
9104,9,2019,3,12,91.6,4,0,1
9105,8,2019,1,6,54.12,4,5,1
9106,7,2019,1,26,282.43,4,387,1
9107,4,2020,15,41,254.08,3,29,1
9108,1,2021,2,32,242.67,7,24,1
9109,11,2020,1,22,140.2,5,1,1
9110,11,2020,4,22,152.17,9,0,1
9111,8,2020,1,17,162.38,4,54,1
9112,1,2020,7,27,114.03,7,0,1
9113,9,2020,1,25,77.27,6,0,1
9114,10,2019,3,31,67.93,5,1,1
9115,9,2019,2,14,30.62,4,2,1
9116,5,2020,8,34,322.23,10,1,1
9117,3,2020,2,38,174.3,10,0,1
9118,8,2020,1,46,304.6,7,14,1
9119,10,2020,4,36,196.78,5,12,1
9120,11,2019,1,21,113.58,4,23,1
9121,11,2019,7,19,95.32,8,1014,1
9122,4,2020,2,6,131.18,2,46,1
9123,1,2020,6,48,268.55,11,0,1
9124,1,2020,7,12,106.32,3,15,1
9125,11,2019,10,41,268.67,9,0,1
9126,1,2020,8,26,46.63,4,0,1
9127,7,2020,3,10,91.6,2,24,1
9128,1,2020,5,8,181.3,11,0,1
9129,11,2020,2,40,145.53,7,42,1
9130,5,2020,1,38,182.85,6,10,1
9131,7,2020,4,19,113.67,4,22,1
9132,8,2020,1,7,190.87,4,23,1
9133,9,2019,7,28,146.75,10,0,1
9134,6,2020,1,28,241.3,4,0,1
9135,5,2020,5,8,84.03,6,1,1
9136,1,2020,2,6,73.85,3,1,1
9137,11,2020,1,18,277.05,6,0,1
9138,4,2020,6,16,252.43,3,0,1
9139,9,2020,1,25,218.33,6,0,1
9140,8,2020,1,3,42.83,4,0,1
9141,9,2019,2,12,153.68,3,0,1
9142,12,2020,1,40,199.8,6,0,1
9143,3,2020,20,39,279.58,4,14,1
9144,11,2019,1,5,101.92,4,0,1
9145,9,2020,1,11,117.38,4,6,1
9146,9,2019,1,44,97.73,4,8461,1
9147,6,2020,1,44,250.02,4,0,1
9148,5,2020,6,12,119.67,6,70,1
9149,11,2019,1,32,168.07,2,57,1
9150,1,2020,3,6,146.32,3,0,1
9151,10,2019,1,37,155.37,2,48,1
9152,2,2020,3,11,113.98,4,0,1
9153,9,2019,1,28,251.52,5,12,1
9154,9,2020,1,10,21.33,4,0,1
9155,4,2020,5,34,183.33,4,115,1
9156,5,2020,3,24,140.57,5,0,1
9157,4,2020,5,22,257.93,6,0,1
9158,10,2019,1,9,88.45,1,29,1
9159,11,2019,15,45,117.12,8,0,1
9160,3,2020,1,14,110.25,3,32,1
9161,7,2020,3,24,235.07,3,0,1
9162,12,2020,1,18,136.6,5,374,1
9163,5,2020,8,32,263.77,5,0,1
9164,7,2020,1,17,226.47,4,27,1
9165,1,2020,6,48,268.55,11,0,1
9166,9,2019,6,34,146.72,7,0,1
9167,5,2020,4,10,157.23,4,0,1
9168,10,2020,2,65,332.95,7,11,1
9169,5,2020,8,32,263.77,5,0,1
9170,3,2020,4,14,105.85,3,35,1
9171,12,2019,2,65,320.48,13,0,1
9172,10,2019,1,20,129.58,4,0,1
9173,4,2020,5,8,93.88,4,25,1
9174,5,2020,6,17,93.35,5,0,1
9175,7,2020,1,23,102.65,11,0,1
9176,9,2019,2,9,131.65,5,1,1
9177,7,2020,1,12,119.32,6,15,1
9178,6,2020,2,30,301.3,3,0,1
9179,6,2020,1,20,200.27,3,0,1
9180,11,2020,2,25,83.13,9,42,1
9181,5,2020,3,30,205.37,3,68,1
9182,6,2020,1,11,129.03,5,16,1
9183,9,2020,1,14,100.3,5,0,1
9184,10,2019,1,10,163.8,4,72,1
9185,12,2019,1,20,39.18,3,9,1
9186,3,2020,12,14,175.6,6,1,1
9187,12,2020,1,29,155.95,5,0,1
9188,1,2021,1,47,192.08,10,39,1
9189,4,2020,3,10,119.1,4,22,1
9190,9,2019,1,44,255.78,7,21,1
9191,9,2019,1,12,121.22,4,144,1
9192,10,2019,1,11,24.92,4,0,1
9193,6,2019,1,62,237.58,6,11903,1
9194,6,2020,1,37,259.1,4,10,1
9195,4,2020,2,9,81.35,3,3,1
9196,9,2019,1,4,161.83,2,0,1
9197,2,2020,5,15,126.17,3,10,1
9198,11,2020,1,40,97.63,8,14,1
9199,10,2019,4,51,280.23,11,0,1
9200,7,2020,3,39,191.97,6,0,1
9201,1,2020,7,11,165.37,6,11,1
9202,6,2020,1,25,113.87,4,0,1
9203,10,2019,2,13,157.32,4,0,1
9204,2,2019,3,25,133.43,2,5141,1
9205,12,2019,2,11,129.22,4,3,1
9206,8,2019,5,46,155.93,15,14,1
9207,10,2019,3,34,183.6,5,12,1
9208,2,2020,6,11,157.88,5,17,1
9209,5,2020,6,17,93.35,5,0,1
9210,10,2019,1,14,64.75,4,0,1
9211,10,2019,1,26,36.07,2,168,1
9212,5,2020,2,21,155.18,2,0,1
9213,9,2019,1,29,162.08,4,0,1
9214,9,2020,1,49,404.98,5,0,1
9215,12,2019,3,24,153.32,5,30,1
9216,9,2020,1,12,125.25,5,0,1
9217,8,2020,2,13,118.72,5,481,1
9218,10,2020,1,51,290.02,3,0,1
9219,10,2019,1,5,11.38,2,0,1
9220,7,2019,3,46,338.15,13,886,1
9221,7,2020,1,27,142.65,2,0,1
9222,10,2019,1,40,128.93,6,0,1
9223,6,2020,1,25,359.42,4,9,1
9224,4,2020,3,13,155.45,3,18,1
9225,7,2020,1,9,120.63,4,2,1
9226,1,2020,5,8,85.88,4,20,1
9227,8,2020,6,36,280.02,6,45,1
9228,3,2020,1,14,186.2,2,0,1
9229,3,2020,3,3,67.9,2,21,1
9230,11,2019,1,18,74.83,3,0,1
9231,10,2019,4,76,339.83,11,19,1
9232,3,2020,29,42,234.25,5,0,1
9233,7,2020,3,35,174.95,6,11,1
9234,11,2019,2,6,20.88,3,0,1
9235,4,2020,2,12,69.97,6,46,1
9236,12,2020,1,51,385.05,16,0,1
9237,11,2019,2,22,214.12,4,67,1
9238,7,2020,1,28,249.85,4,18,1
9239,9,2019,1,12,121.22,4,144,1
9240,9,2020,1,27,231.93,8,2,1
9241,5,2020,2,13,134.02,3,0,1
9242,12,2019,1,7,145.1,4,0,1
9243,10,2020,3,70,332.3,8,0,1
9244,10,2019,1,14,187.48,2,0,1
9245,5,2020,12,23,77.62,6,20,1
9246,10,2019,3,14,106.0,4,2,1
9247,4,2020,9,15,161.95,4,1,1
9248,8,2020,1,17,113.0,6,0,1
9249,9,2020,1,49,404.98,5,0,1
9250,8,2020,1,79,331.65,7,14,1
9251,1,2021,1,96,401.68,10,11,1
9252,7,2020,4,17,93.42,5,0,1
9253,11,2019,2,18,134.75,3,10,1
9254,10,2019,1,19,124.82,2,0,1
9255,9,2019,2,7,55.37,5,0,1
9256,10,2020,1,35,219.85,7,0,1
9257,9,2020,1,10,21.33,4,0,1
9258,8,2020,1,12,147.05,6,1,1
9259,8,2020,6,36,280.02,6,45,1
9260,2,2020,2,47,113.92,4,0,1
9261,1,2020,3,7,58.63,5,0,1
9262,9,2019,1,26,34.57,6,888,1
9263,1,2021,1,32,134.62,5,0,1
9264,1,2020,6,47,236.55,5,39,1
9265,1,2021,5,32,333.58,12,2,1
9266,2,2020,6,35,139.67,3,1,1
9267,7,2019,3,46,338.15,13,886,1
9268,7,2020,1,9,88.0,6,0,1
9269,12,2019,4,15,110.02,5,0,1
9270,11,2020,1,18,212.6,7,0,1
9271,8,2020,1,12,101.62,6,11,1
9272,11,2019,6,61,421.03,9,13,1
9273,10,2019,3,38,165.68,7,0,1
9274,11,2019,2,12,153.72,4,0,1
9275,8,2020,1,18,223.35,4,12,1
9276,4,2020,5,13,149.38,3,120,1
9277,12,2020,1,60,555.0,5,0,1
9278,9,2019,2,12,19.65,7,3,1
9279,6,2020,1,13,135.72,3,12,1
9280,1,2020,3,40,233.4,4,26,1
9281,8,2020,1,12,101.62,6,11,1
9282,8,2019,3,22,57.28,6,0,1
9283,11,2020,1,20,150.75,7,42,1
9284,9,2019,1,7,172.23,2,52,1
9285,10,2019,1,7,176.45,3,41,1
9286,9,2019,2,8,99.72,2,0,1
9287,8,2019,2,4,47.72,3,179,1
9288,5,2020,8,34,322.23,10,1,1
9289,11,2019,2,9,20.67,5,23,1
9290,11,2019,1,3,2.53,2,0,1
9291,11,2019,1,18,74.83,3,0,1
9292,8,2020,1,37,213.33,6,0,1
9293,12,2019,1,29,268.05,3,0,1
9294,3,2020,10,27,168.37,3,0,1
9295,7,2020,1,86,418.08,5,0,1
9296,3,2020,4,32,201.15,6,17,1
9297,1,2020,5,11,157.92,4,0,1
9298,3,2020,5,6,109.72,6,116,1
9299,8,2020,1,12,106.43,4,20,1
9300,7,2020,4,17,93.42,5,0,1
9301,9,2019,1,20,105.57,2,29,1
9302,9,2019,2,20,314.48,3,0,1
9303,12,2019,1,31,284.85,4,0,1
9304,2,2019,1,19,116.05,7,6767,1
9305,3,2020,4,10,66.93,6,0,1
9306,7,2020,3,35,174.95,6,11,1
9307,10,2020,1,31,133.75,4,0,1
9308,10,2020,2,45,194.43,4,17,1
9309,9,2020,3,6,171.12,8,38,1
9310,3,2020,2,9,130.33,6,0,1
9311,5,2019,2,13,109.48,9,2305,1
9312,12,2020,1,29,155.95,5,0,1
9313,1,2021,1,46,267.33,10,0,1
9314,12,2019,1,29,268.05,3,0,1
9315,8,2020,1,3,21.35,4,8,1
9316,10,2019,1,13,37.42,3,4,1
9317,6,2020,1,9,229.93,6,0,1
9318,5,2020,14,34,121.4,8,0,1
9319,11,2019,5,27,131.32,7,0,1
9320,1,2020,2,9,97.92,4,0,1
9321,10,2019,5,23,121.42,4,8,1
9322,12,2019,2,23,84.83,8,64,1
9323,10,2020,5,30,164.67,5,10,1
9324,1,2020,4,38,187.72,5,11,1
9325,7,2019,2,14,12.83,4,1536,1
9326,11,2020,1,97,320.6,4,11,1
9327,5,2020,2,12,123.93,4,0,1
9328,8,2020,1,17,169.62,4,20,1
9329,6,2020,1,15,100.4,5,12,1
9330,7,2020,4,10,91.87,4,3,1
9331,12,2019,1,22,186.97,6,0,1
9332,6,2020,3,15,104.13,5,0,1
9333,7,2020,1,8,75.25,3,0,1
9334,12,2019,10,30,151.42,5,38,1
9335,9,2019,2,35,300.22,6,32,1
9336,5,2020,1,5,88.42,3,335,1
9337,5,2020,8,32,263.77,5,0,1
9338,11,2020,1,37,207.65,5,0,1
9339,9,2020,3,10,115.48,6,16,1
9340,1,2020,6,30,200.68,8,0,1
9341,9,2019,4,17,135.28,5,0,1
9342,10,2019,1,17,136.55,5,0,1
9343,3,2020,4,11,73.45,4,0,1
9344,6,2020,1,12,79.87,4,0,1
9345,12,2020,2,66,232.37,8,0,1
9346,6,2020,1,18,146.27,4,18,1
9347,8,2019,1,10,164.7,4,48,1
9348,5,2020,2,12,116.6,4,0,1
9349,9,2019,2,12,19.65,7,3,1
9350,4,2020,3,36,133.85,3,0,1
9351,8,2020,1,33,190.35,5,0,1
9352,10,2019,1,6,6.72,3,17,1
9353,11,2020,1,39,130.12,5,260,1
9354,7,2020,1,12,12.02,3,0,1
9355,8,2019,4,27,192.95,9,4,1
9356,8,2020,1,37,165.78,10,0,1
9357,6,2020,1,25,113.87,4,0,1
9358,8,2020,2,19,161.55,5,6,1
9359,5,2020,1,5,88.42,3,335,1
9360,8,2020,1,7,190.87,4,23,1
9361,8,2019,1,10,164.7,4,48,1
9362,9,2019,2,21,68.27,3,46,1
9363,9,2019,1,23,37.63,11,18,1
9364,9,2020,1,18,125.98,5,0,1
9365,2,2020,31,59,240.63,7,0,1
9366,10,2019,1,12,99.73,2,95,1
9367,3,2020,4,15,73.23,5,0,1
9368,6,2020,1,8,98.2,4,0,1
9369,8,2019,5,46,155.93,15,14,1
9370,4,2020,5,24,107.77,9,0,1
9371,4,2020,4,33,105.63,5,0,1
9372,7,2020,1,13,74.25,3,10,1
9373,4,2020,12,19,103.92,5,5,1
9374,11,2020,2,25,83.13,9,42,1
9375,7,2020,2,29,224.57,5,12,1
9376,10,2019,2,19,119.27,2,0,1
9377,9,2019,1,16,197.77,2,355,1
9378,1,2020,1,13,93.95,3,0,1
9379,3,2020,4,6,76.37,8,0,1
9380,11,2020,1,43,233.95,9,25,1
9381,1,2020,2,9,97.92,4,0,1
9382,12,2019,1,20,175.47,9,0,1
9383,4,2020,5,17,67.77,4,24,1
9384,10,2019,1,14,48.17,2,0,1
9385,7,2020,4,10,91.87,4,3,1
9386,2,2020,6,11,177.27,3,2,1
9387,4,2020,3,25,150.82,8,0,1
9388,10,2020,1,27,257.8,6,11,1
9389,7,2019,2,14,12.83,4,1536,1
9390,10,2019,4,32,137.75,15,11,1
9391,7,2020,3,39,191.97,6,0,1
9392,7,2020,1,12,168.52,4,20,1
9393,10,2020,1,30,108.53,6,0,1
9394,4,2020,5,34,183.33,4,115,1
9395,6,2020,2,12,153.2,5,0,1
9396,6,2020,1,20,93.0,4,9,1
9397,3,2020,2,27,170.15,12,10,1
9398,9,2019,1,6,79.8,2,0,1
9399,3,2020,4,21,144.28,4,0,1
9400,11,2019,6,61,421.03,9,13,1
9401,2,2020,3,26,433.22,3,20,1
9402,10,2019,1,10,142.43,2,0,1
9403,12,2019,7,17,91.23,6,0,1
9404,9,2019,2,9,131.65,5,1,1
9405,7,2020,3,35,174.95,6,11,1
9406,12,2019,1,5,22.95,2,0,1
9407,1,2021,4,35,224.35,9,0,1
9408,12,2019,23,57,192.27,12,0,1
9409,9,2020,1,15,149.55,5,0,1
9410,1,2021,3,57,265.4,11,1,1
9411,1,2020,1,10,45.87,2,357,1
9412,6,2020,2,32,141.9,7,0,1
9413,5,2020,2,17,174.5,6,0,1
9414,9,2020,1,49,278.73,5,0,1
9415,8,2020,1,46,304.6,7,14,1
9416,5,2019,2,18,148.08,9,2687,1
9417,12,2020,4,49,402.8,12,0,1
9418,9,2019,3,13,119.05,3,9,1
9419,10,2020,1,28,150.83,4,47,1
9420,8,2020,1,17,162.38,4,54,1
9421,10,2019,1,21,223.43,3,0,1
9422,10,2019,1,13,47.72,4,13,1
9423,5,2020,4,7,108.93,5,15,1
9424,4,2020,15,93,379.25,4,0,1
9425,9,2020,2,19,177.27,8,2326,1
9426,8,2020,1,27,179.02,7,4,1
9427,3,2020,29,42,234.25,5,0,1
9428,6,2020,1,8,164.13,4,1,1
9429,8,2020,1,9,33.72,5,0,1
9430,9,2020,1,36,155.75,6,0,1
9431,9,2019,1,29,162.08,4,0,1
9432,6,2020,1,38,65.67,7,0,1
9433,1,2020,2,12,144.95,6,26,1
9434,10,2020,1,5,118.17,4,0,1
9435,1,2020,2,9,97.92,4,0,1
9436,3,2020,4,6,76.37,8,0,1
9437,9,2019,1,33,143.8,5,0,1
9438,8,2020,3,61,206.4,5,28,1
9439,2,2020,1,27,256.48,3,0,1
9440,12,2020,1,71,458.87,6,1,1
9441,5,2020,4,10,157.23,4,0,1
9442,3,2020,4,34,235.23,5,5,1
9443,4,2020,3,36,172.63,18,16,1
9444,3,2020,4,32,201.15,6,17,1
9445,1,2019,5,26,154.12,5,9464,1
9446,11,2019,1,11,176.63,2,0,1
9447,9,2020,2,31,198.27,9,0,1
9448,7,2020,3,22,102.15,3,0,1
9449,1,2020,2,8,132.75,4,13,1
9450,11,2020,4,22,152.17,9,0,1
9451,10,2020,1,35,188.65,5,71,1
9452,3,2020,3,26,169.03,2,87,1
9453,11,2019,11,29,218.85,4,0,1
9454,8,2019,16,19,93.23,2,21,1
9455,8,2020,1,5,7.07,2,1943,1
9456,12,2019,2,11,129.22,4,3,1
9457,10,2019,1,33,180.65,6,11,1
9458,5,2020,3,5,107.42,4,0,1
9459,3,2020,2,14,170.52,3,0,1
9460,7,2019,2,11,91.0,5,1346,1
9461,12,2019,11,21,123.42,4,2,1
9462,7,2020,3,22,191.32,10,3306,1
9463,11,2019,3,46,209.38,11,0,1
9464,8,2020,1,25,1680.43,4,1,1
9465,1,2020,5,11,90.63,3,25,1
9466,8,2020,2,39,138.85,10,11,1
9467,8,2019,1,31,210.98,8,727,1
9468,3,2020,4,42,314.82,5,5,1
9469,1,2020,2,3,108.27,3,18,1
9470,7,2020,1,20,143.63,5,17,1
9471,2,2020,4,15,170.38,3,95,1
9472,7,2020,1,41,180.55,4,5,1
9473,12,2019,1,31,284.85,4,0,1
9474,4,2020,6,12,124.83,6,0,1
9475,7,2020,1,8,31.28,4,0,1
9476,9,2020,3,31,120.15,15,12,1
9477,4,2020,1,76,236.7,7,12,1
9478,9,2019,1,10,81.03,3,12,1
9479,4,2020,3,36,133.85,3,0,1
9480,8,2019,2,12,38.07,3,115,1
9481,10,2019,1,19,147.2,2,0,1
9482,1,2020,5,38,136.27,4,0,1
9483,1,2020,4,16,109.8,4,13,1
9484,6,2020,3,27,267.95,4,19,1
9485,10,2019,1,12,99.73,2,95,1
9486,12,2019,3,15,114.08,3,0,1
9487,12,2020,1,18,136.6,5,374,1
9488,8,2020,1,12,77.13,7,0,1
9489,12,2020,1,29,155.95,5,0,1
9490,3,2020,7,16,135.48,6,0,1
9491,7,2020,1,26,197.12,5,0,1
9492,1,2021,1,21,228.43,7,0,1
9493,8,2020,1,17,113.0,6,0,1
9494,3,2020,5,59,253.73,9,213,1
9495,9,2019,1,4,127.62,3,1,1
9496,10,2020,3,70,332.3,8,0,1
9497,9,2019,1,11,104.83,3,0,1
9498,1,2021,1,34,168.82,8,0,1
9499,9,2020,2,48,175.65,8,0,1
9500,9,2019,1,6,44.2,2,4,1
9501,8,2020,1,27,141.72,6,3,1
9502,12,2020,8,33,139.63,5,19,1
9503,7,2020,1,24,83.02,5,70,1
9504,5,2020,1,15,164.2,4,174,1
9505,8,2020,2,9,132.53,6,1,1
9506,8,2020,1,4,60.75,5,426,1
9507,4,2020,15,93,379.25,4,0,1
9508,8,2019,1,13,167.28,3,23,1
9509,9,2019,8,31,95.37,9,0,1
9510,1,2020,3,4,125.35,5,0,1
9511,7,2020,1,11,90.17,4,4,1
9512,12,2019,1,6,144.75,3,0,1
9513,8,2019,1,13,167.28,3,23,1
9514,11,2019,1,32,168.07,2,57,1
9515,8,2019,8,10,119.23,5,23,1
9516,12,2020,1,28,128.4,5,1,1
9517,12,2019,3,12,111.78,4,0,1
9518,2,2020,3,27,88.13,9,0,1
9519,4,2019,2,14,106.55,3,3377,1
9520,8,2020,1,17,162.38,4,54,1
9521,12,2020,1,14,176.33,8,9,1
9522,5,2020,1,15,157.32,4,11,1
9523,7,2020,1,12,12.02,3,0,1
9524,9,2019,1,4,161.83,2,0,1
9525,10,2019,1,9,77.78,2,0,1
9526,3,2020,4,6,76.37,8,0,1
9527,8,2019,3,11,61.43,10,79,1
9528,10,2019,1,6,74.85,4,12,1
9529,12,2020,4,49,402.8,12,0,1
9530,11,2019,2,14,28.8,4,0,1
9531,11,2019,1,8,186.45,2,0,1
9532,4,2020,2,15,190.48,4,8,1
9533,7,2020,1,8,75.25,3,0,1
9534,4,2020,6,16,252.43,3,0,1
9535,4,2020,6,48,221.95,4,0,1
9536,11,2019,2,32,150.05,14,0,1
9537,1,2020,20,90,221.7,7,14,1
9538,12,2020,1,11,88.62,5,22,1
9539,6,2020,1,14,190.18,3,21,1
9540,6,2020,13,32,214.5,5,1,1
9541,11,2019,1,16,133.05,2,67,1
9542,6,2020,1,11,129.03,5,16,1
9543,1,2020,1,4,51.43,4,0,1
9544,8,2019,1,10,181.93,3,0,1
9545,7,2020,1,11,4.35,3,2345,1
9546,6,2020,1,14,190.18,3,21,1
9547,3,2020,1,14,110.25,3,32,1
9548,1,2021,1,46,267.33,10,0,1
9549,4,2020,3,36,172.63,18,16,1
9550,1,2020,13,46,170.75,13,0,1
9551,11,2019,1,8,186.45,2,0,1
9552,3,2020,4,42,314.82,5,5,1
9553,12,2020,1,57,202.95,9,0,1
9554,11,2020,1,33,172.08,9,0,1
9555,1,2020,10,19,177.17,3,0,1
9556,1,2020,2,6,113.62,3,0,1
9557,1,2020,3,7,58.63,5,0,1
9558,3,2020,4,21,144.28,4,0,1
9559,8,2020,1,13,149.9,7,4,1
9560,11,2020,1,47,281.15,7,13,1
9561,1,2020,2,3,108.27,3,18,1
9562,2,2020,3,12,107.53,5,0,1
9563,10,2019,3,34,183.6,5,12,1
9564,8,2020,1,40,81.38,10,10,1
9565,11,2020,1,32,204.43,6,1,1
9566,7,2019,1,21,46.38,8,699,1
9567,7,2020,1,12,119.32,6,15,1
9568,1,2020,8,26,46.63,4,0,1
9569,8,2020,1,6,11.05,2,0,1
9570,3,2020,2,4,141.67,3,53,1
9571,7,2020,1,61,239.33,5,0,1
9572,9,2019,2,4,75.0,3,0,1
9573,8,2020,1,3,42.83,4,0,1
9574,7,2020,2,56,242.92,6,0,1
9575,9,2019,2,23,81.87,5,53,1
9576,7,2020,4,19,113.67,4,22,1
9577,10,2019,1,20,196.75,3,0,1
9578,7,2020,1,9,88.0,6,0,1
9579,1,2021,2,23,172.35,6,0,1
9580,6,2020,2,43,348.4,7,0,1
9581,6,2020,1,25,18.1,5,0,1
9582,7,2020,1,21,87.83,7,43,1
9583,7,2020,2,31,261.95,6,0,1
9584,10,2020,2,65,332.95,7,11,1
9585,6,2019,1,62,237.58,6,11903,1
9586,11,2019,1,9,161.52,2,40,1
9587,9,2019,1,16,197.77,2,355,1
9588,3,2020,4,32,201.15,6,17,1
9589,8,2020,1,17,113.0,6,0,1
9590,10,2019,4,36,202.28,3,10,1
9591,12,2019,1,2,0.85,2,0,1
9592,1,2020,2,10,161.35,3,10,1
9593,9,2019,2,14,45.22,2,0,1
9594,3,2020,4,34,235.23,5,5,1
9595,7,2020,3,10,91.6,2,24,1
9596,10,2019,1,68,421.15,9,0,1
9597,2,2020,2,9,120.23,6,0,1
9598,5,2020,2,12,123.93,4,0,1
9599,10,2019,14,57,459.32,8,1,1
9600,2,2020,3,23,237.12,4,21,1
9601,9,2019,2,24,177.13,2,2,1
9602,10,2020,1,83,237.42,4,0,1
9603,2,2020,5,18,94.4,4,0,1
9604,1,2020,17,27,134.6,7,0,1
9605,9,2019,1,44,255.78,7,21,1
9606,10,2019,1,8,93.95,5,0,1
9607,3,2020,6,9,14.42,4,0,1
9608,4,2020,6,16,97.5,3,0,1
9609,12,2020,1,11,88.62,5,22,1
9610,3,2020,5,6,109.72,6,116,1
9611,9,2019,1,7,117.43,4,14,1
9612,6,2019,1,62,237.58,6,11903,1
9613,10,2020,1,33,152.13,6,0,1
9614,7,2020,1,28,162.48,4,12,1
9615,6,2020,2,32,141.9,7,0,1
9616,6,2020,1,34,238.45,5,0,1
9617,7,2020,1,4,141.48,3,29,1
9618,7,2020,1,9,188.92,7,8,1
9619,1,2020,9,15,131.35,7,0,1
9620,9,2019,2,21,68.27,3,46,1
9621,10,2019,1,20,196.75,3,0,1
9622,8,2020,1,27,179.02,7,4,1
9623,8,2020,1,11,120.37,3,0,1
9624,2,2020,4,18,142.55,4,0,1
9625,10,2019,1,21,223.43,3,0,1
9626,2,2020,2,11,196.37,4,0,1
9627,2,2020,15,58,247.9,10,0,1
9628,12,2019,2,65,320.48,13,0,1
9629,12,2019,2,34,145.6,10,7479,1
9630,1,2020,1,10,45.87,2,357,1
9631,3,2020,5,15,104.18,3,2,1
9632,1,2020,2,15,112.48,5,0,1
9633,2,2020,2,23,156.17,4,0,1
9634,5,2020,6,33,166.22,7,0,1
9635,9,2020,1,49,278.73,5,0,1
9636,9,2019,1,16,104.85,4,3,1
9637,8,2020,1,19,82.83,6,15,1
9638,6,2020,1,44,250.02,4,0,1
9639,5,2020,1,35,229.7,9,14,1
9640,7,2020,1,26,114.45,7,8,1
9641,1,2020,28,39,220.17,8,0,1
9642,12,2020,3,53,169.82,17,11,1
9643,2,2020,7,18,50.9,5,0,1
9644,9,2019,2,9,125.97,2,21,1
9645,9,2020,1,33,159.03,6,6,1
9646,11,2019,3,24,83.68,6,10,1
9647,10,2019,3,14,106.0,4,2,1
9648,4,2020,2,25,137.68,4,0,1
9649,8,2020,10,65,173.57,4,28,1
9650,8,2020,1,32,167.03,5,36,1
9651,3,2020,4,34,235.23,5,5,1
9652,11,2019,1,14,148.22,6,34,1
9653,4,2020,4,43,113.2,4,0,1
9654,1,2020,6,47,236.55,5,39,1
9655,9,2019,1,3,113.5,2,20,1
9656,9,2019,2,8,99.72,2,0,1
9657,10,2019,7,30,305.65,4,2,1
9658,12,2020,1,32,209.07,11,5,1
9659,10,2019,1,14,130.85,2,0,1
9660,12,2019,3,15,114.08,3,0,1
9661,12,2019,1,20,39.18,3,9,1
9662,10,2019,4,36,202.28,3,10,1
9663,9,2020,1,44,211.03,4,0,1
9664,7,2020,1,11,4.35,3,2345,1
9665,2,2020,2,16,112.37,4,0,1
9666,5,2020,5,8,84.03,6,1,1
9667,11,2019,2,17,216.02,5,0,1
9668,4,2020,5,8,93.88,4,25,1
9669,5,2020,5,29,267.18,5,0,1
9670,10,2020,2,45,194.43,4,17,1
9671,9,2019,1,4,161.83,2,0,1
9672,9,2019,1,16,104.85,4,3,1
9673,11,2020,1,48,242.07,6,0,1
9674,10,2019,1,21,104.68,5,0,1
